,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri
3682,Feel A Way,H.E.R.,0.0726,0.537,0.579,0.0753,7,0.154,-8.419,0,0.146,74.962,0.352,"['pop', 'r&b']",206667,2018-08-03,3c7bUle1w9SAchAFUZ9n3o,3Y7RZ31TRPVadSFVy1o8os,3c7bUle1w9SAchAFUZ9n3o,53,https://api.spotify.com/v1/audio-analysis/3c7bUle1w9SAchAFUZ9n3o,4,https://api.spotify.com/v1/tracks/3c7bUle1w9SAchAFUZ9n3o,audio_features,spotify:track:3c7bUle1w9SAchAFUZ9n3o
3683,Fast Slow Disco,St. Vincent,0.0386,0.606,0.828,0.000148,10,0.313,-7.51,0,0.0577,113.975,0.388,"['art pop', 'chamber pop', 'dream pop', 'electropop', 'etherpop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'new rave', 'pop']",197005,2018-06-01,6Xk5AaN4n4SnW71473GI7A,7bcbShaqKdcyjnmv4Ix8j6,6Xk5AaN4n4SnW71473GI7A,57,https://api.spotify.com/v1/audio-analysis/6Xk5AaN4n4SnW71473GI7A,4,https://api.spotify.com/v1/tracks/6Xk5AaN4n4SnW71473GI7A,audio_features,spotify:track:6Xk5AaN4n4SnW71473GI7A
3684,Pushing Up Daisies (Love Alive),Brothers Osborne,0.152,0.606,0.633,0.000765,9,0.196,-7.19,1,0.032,142.016,0.535,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",219013,2018-04-20,1IxMWIX1soqNONa7H0LD6U,39NR3AUhpbbqKM33vWn2fp,1IxMWIX1soqNONa7H0LD6U,51,https://api.spotify.com/v1/audio-analysis/1IxMWIX1soqNONa7H0LD6U,4,https://api.spotify.com/v1/tracks/1IxMWIX1soqNONa7H0LD6U,audio_features,spotify:track:1IxMWIX1soqNONa7H0LD6U
3685,lonewolf,convolk,0.00463,0.602,0.792,0.000161,8,0.319,-4.509,1,0.105,173.972,0.491,"['dark trap', 'emo rap', 'vapor trap']",178524,2018-09-25,1lSqu7LFx7v51aGMeKVYaI,3ddT1Q3KQAm1G7UcIfz5KJ,1lSqu7LFx7v51aGMeKVYaI,56,https://api.spotify.com/v1/audio-analysis/1lSqu7LFx7v51aGMeKVYaI,4,https://api.spotify.com/v1/tracks/1lSqu7LFx7v51aGMeKVYaI,audio_features,spotify:track:1lSqu7LFx7v51aGMeKVYaI
3686,Something Strange,Vicetone,0.242,0.628,0.817,1.31e-05,4,0.262,-4.223,1,0.0287,119.041,0.539,"['big room', 'catstep', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'pop edm', 'progressive electro house', 'tracestep', 'tropical house']",189580,2018-11-02,2YNVpj4AfBb3HN1QTqEcVB,0daugAjUgbJSqdlyYNwIbT,2YNVpj4AfBb3HN1QTqEcVB,57,https://api.spotify.com/v1/audio-analysis/2YNVpj4AfBb3HN1QTqEcVB,4,https://api.spotify.com/v1/tracks/2YNVpj4AfBb3HN1QTqEcVB,audio_features,spotify:track:2YNVpj4AfBb3HN1QTqEcVB
3687,Catch Up (feat. Chief Keef),G Herbo,0.0786,0.62,0.667,0.0,1,0.0654,-4.971,0,0.22,136.119,0.274,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",190720,2018-07-27,1ARwts1jW4Jofcc8COstc2,5QdEbQJ3ylBnc3gsIASAT5,1ARwts1jW4Jofcc8COstc2,51,https://api.spotify.com/v1/audio-analysis/1ARwts1jW4Jofcc8COstc2,4,https://api.spotify.com/v1/tracks/1ARwts1jW4Jofcc8COstc2,audio_features,spotify:track:1ARwts1jW4Jofcc8COstc2
3688,Dukes of Hazzard,Upchurch,0.000608,0.76,0.645,0.0,7,0.134,-4.988,1,0.0377,139.941,0.133,"['country rap', 'redneck']",128073,2018-12-21,7BHeYqT3YXHUsV0UNx4i5Y,2pSObt5Fk8izuX8ZfI3jRn,7BHeYqT3YXHUsV0UNx4i5Y,50,https://api.spotify.com/v1/audio-analysis/7BHeYqT3YXHUsV0UNx4i5Y,4,https://api.spotify.com/v1/tracks/7BHeYqT3YXHUsV0UNx4i5Y,audio_features,spotify:track:7BHeYqT3YXHUsV0UNx4i5Y
3689,Hong Kong Skyline,Hong Kong Atmosphere,0.905,0.166,0.171,0.966,5,0.13,-27.129,0,0.0355,70.005,0.0377,"['atmosphere', 'background music']",234000,2018-06-08,4Dj3FMZMMBXCxNkJ25o2Ta,3NKET1L9x6BuDWWZfia7uC,4Dj3FMZMMBXCxNkJ25o2Ta,56,https://api.spotify.com/v1/audio-analysis/4Dj3FMZMMBXCxNkJ25o2Ta,4,https://api.spotify.com/v1/tracks/4Dj3FMZMMBXCxNkJ25o2Ta,audio_features,spotify:track:4Dj3FMZMMBXCxNkJ25o2Ta
3690,Hello,PRETTYMUCH,0.191,0.735,0.579,0.0,8,0.113,-4.156,1,0.0493,94.975,0.671,"['boy band', 'dance pop', 'pop', 'post-teen pop']",213452,2018-04-19,5O23P3zSmEh3GP9g9NFPBS,5Y8eJDj37KhaEeqbVO7Ag1,5O23P3zSmEh3GP9g9NFPBS,54,https://api.spotify.com/v1/audio-analysis/5O23P3zSmEh3GP9g9NFPBS,4,https://api.spotify.com/v1/tracks/5O23P3zSmEh3GP9g9NFPBS,audio_features,spotify:track:5O23P3zSmEh3GP9g9NFPBS
3691,Song for the Saints,Kenny Chesney,0.454,0.821,0.296,5.72e-06,0,0.0906,-9.473,1,0.0419,106.047,0.358,"['contemporary country', 'country', 'country road']",218425,2018-07-27,0DqVcM4kkBSvVr90o5c96k,3grHWM9bx2E9vwJCdlRv9O,0DqVcM4kkBSvVr90o5c96k,51,https://api.spotify.com/v1/audio-analysis/0DqVcM4kkBSvVr90o5c96k,4,https://api.spotify.com/v1/tracks/0DqVcM4kkBSvVr90o5c96k,audio_features,spotify:track:0DqVcM4kkBSvVr90o5c96k
3692,Younger Years,The Milk Carton Kids,0.858,0.613,0.441,0.0788,5,0.108,-12.808,1,0.0366,105.83,0.533,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'progressive bluegrass', 'stomp and flutter', 'stomp and holler']",229760,2018-06-29,6UXVFOpFv2WQSs3RF4OC8E,7fxtWEwKKrFaykKItspdYg,6UXVFOpFv2WQSs3RF4OC8E,57,https://api.spotify.com/v1/audio-analysis/6UXVFOpFv2WQSs3RF4OC8E,4,https://api.spotify.com/v1/tracks/6UXVFOpFv2WQSs3RF4OC8E,audio_features,spotify:track:6UXVFOpFv2WQSs3RF4OC8E
3693,Hallucinating,Elohim,0.114,0.773,0.766,0.00692,9,0.0997,-6.281,1,0.0452,107.012,0.662,"['electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'pop edm', 'vapor soul', 'vapor twitch']",218135,2018-04-27,24Yy3FTpcOkcAbpzRKIFjw,6wKxOKEA3K6R2UZ3COLXEY,24Yy3FTpcOkcAbpzRKIFjw,54,https://api.spotify.com/v1/audio-analysis/24Yy3FTpcOkcAbpzRKIFjw,4,https://api.spotify.com/v1/tracks/24Yy3FTpcOkcAbpzRKIFjw,audio_features,spotify:track:24Yy3FTpcOkcAbpzRKIFjw
3694,Moment's Silence (Common Tongue),Hozier,0.055,0.516,0.593,0.0401,0,0.111,-5.09,1,0.0252,76.018,0.53,"['folk-pop', 'irish singer-songwriter', 'pop']",254840,2018-09-06,6F980QL4axcqjJDMaV7Ew8,2FXC3k01G6Gw61bmprjgqS,6F980QL4axcqjJDMaV7Ew8,51,https://api.spotify.com/v1/audio-analysis/6F980QL4axcqjJDMaV7Ew8,4,https://api.spotify.com/v1/tracks/6F980QL4axcqjJDMaV7Ew8,audio_features,spotify:track:6F980QL4axcqjJDMaV7Ew8
3695,Sunday Afternoon,Oatmello,0.911,0.728,0.267,0.96,6,0.0937,-13.071,0,0.0866,84.969,0.32,"['chillhop', 'lo-fi beats']",90380,2018-09-27,2zdlHufpRwuVnyTTolms55,0YAkOkbeAPiS35qyouiM4O,2zdlHufpRwuVnyTTolms55,54,https://api.spotify.com/v1/audio-analysis/2zdlHufpRwuVnyTTolms55,4,https://api.spotify.com/v1/tracks/2zdlHufpRwuVnyTTolms55,audio_features,spotify:track:2zdlHufpRwuVnyTTolms55
3696,Self,Noname,0.855,0.809,0.541,0.000977,3,0.142,-6.525,1,0.252,92.132,0.811,"['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'rap']",94933,2018-09-14,0nKiPnnqn6bfn8sPOZJGs8,1EpyA68dKpjf7jXmQL88Hy,0nKiPnnqn6bfn8sPOZJGs8,18,https://api.spotify.com/v1/audio-analysis/0nKiPnnqn6bfn8sPOZJGs8,4,https://api.spotify.com/v1/tracks/0nKiPnnqn6bfn8sPOZJGs8,audio_features,spotify:track:0nKiPnnqn6bfn8sPOZJGs8
3697,Love Me Or Don't,Jason Aldean,0.0473,0.562,0.831,0.0,5,0.124,-4.801,0,0.0345,144.054,0.76,"['contemporary country', 'country', 'country road']",193053,2018-04-13,6bzBgokzCzWU5ddrNJtzjZ,3FfvYsEGaIb52QPXhg4DcH,6bzBgokzCzWU5ddrNJtzjZ,51,https://api.spotify.com/v1/audio-analysis/6bzBgokzCzWU5ddrNJtzjZ,4,https://api.spotify.com/v1/tracks/6bzBgokzCzWU5ddrNJtzjZ,audio_features,spotify:track:6bzBgokzCzWU5ddrNJtzjZ
3698,Ay3,Ayo & Teo,0.00515,0.904,0.596,0.0,1,0.152,-6.777,1,0.365,85.036,0.485,['trap music'],195093,2018-07-27,61M5HmwouImIew3RNbsPyz,27mFvqQj8KpjmdKIqcw1mG,61M5HmwouImIew3RNbsPyz,53,https://api.spotify.com/v1/audio-analysis/61M5HmwouImIew3RNbsPyz,4,https://api.spotify.com/v1/tracks/61M5HmwouImIew3RNbsPyz,audio_features,spotify:track:61M5HmwouImIew3RNbsPyz
3699,Racism,Adam Calhoun,0.441,0.748,0.707,0.0,2,0.0555,-6.96,1,0.307,84.915,0.273,"['country rap', 'military rap', 'redneck']",152037,2018-11-02,09yioKGQN0AtjRgTNQUjFw,4fZ8AuVP6Y8mLmCoybfKpC,09yioKGQN0AtjRgTNQUjFw,51,https://api.spotify.com/v1/audio-analysis/09yioKGQN0AtjRgTNQUjFw,4,https://api.spotify.com/v1/tracks/09yioKGQN0AtjRgTNQUjFw,audio_features,spotify:track:09yioKGQN0AtjRgTNQUjFw
3700,Villain,YoungBoy Never Broke Again,0.258,0.749,0.801,0.0,2,0.0832,-5.846,1,0.298,147.01,0.571,['trap music'],169796,2018-06-29,4PPLQIqJ6xwBDGMyimEjvj,7wlFDEWiM5OoIAt8RSli8b,4PPLQIqJ6xwBDGMyimEjvj,50,https://api.spotify.com/v1/audio-analysis/4PPLQIqJ6xwBDGMyimEjvj,3,https://api.spotify.com/v1/tracks/4PPLQIqJ6xwBDGMyimEjvj,audio_features,spotify:track:4PPLQIqJ6xwBDGMyimEjvj
3701,Beautiful Smile,Saba,0.278,0.889,0.596,0.0,9,0.0798,-8.23,0,0.397,97.994,0.899,"['alternative r&b', 'chicago rap', 'hip hop', 'pop rap', 'rap', 'underground hip hop']",171013,2018-11-16,475SvHOt2z2mp5dK2pjSJ8,7Hjbimq43OgxaBRpFXic4x,475SvHOt2z2mp5dK2pjSJ8,53,https://api.spotify.com/v1/audio-analysis/475SvHOt2z2mp5dK2pjSJ8,5,https://api.spotify.com/v1/tracks/475SvHOt2z2mp5dK2pjSJ8,audio_features,spotify:track:475SvHOt2z2mp5dK2pjSJ8
3702,Como Dejo De Quererte,Banda Sinaloense MS de Sergio Lizárraga,0.551,0.722,0.319,1.8e-06,10,0.0912,-6.809,1,0.0486,75.027,0.757,"['banda', 'norteno', 'regional mexican']",238427,2018-09-14,4kWSjThlxWBli7PzGQJ3EQ,2C6i0I5RiGzDKN9IAF8reh,4kWSjThlxWBli7PzGQJ3EQ,58,https://api.spotify.com/v1/audio-analysis/4kWSjThlxWBli7PzGQJ3EQ,4,https://api.spotify.com/v1/tracks/4kWSjThlxWBli7PzGQJ3EQ,audio_features,spotify:track:4kWSjThlxWBli7PzGQJ3EQ
3703,Socks,Dominic Fike,0.573,0.729,0.485,0.0,7,0.32,-6.925,1,0.0363,119.999,0.45,['alternative pop rock'],131173,2018-10-16,32KU85vllRfxfaV7ZNvHwT,6USv9qhCn6zfxlBQIYJ9qs,32KU85vllRfxfaV7ZNvHwT,56,https://api.spotify.com/v1/audio-analysis/32KU85vllRfxfaV7ZNvHwT,4,https://api.spotify.com/v1/tracks/32KU85vllRfxfaV7ZNvHwT,audio_features,spotify:track:32KU85vllRfxfaV7ZNvHwT
3704,moves,bbno$,0.197,0.917,0.757,0.00458,8,0.258,-10.03,1,0.241,97.977,0.813,"['canadian hip hop', 'dark trap', 'underground hip hop', 'vapor trap']",161633,2018-09-14,3zLmQwnPe8RJdkK3lr4AJm,41X1TR6hrK8Q2ZCpp2EqCz,3zLmQwnPe8RJdkK3lr4AJm,54,https://api.spotify.com/v1/audio-analysis/3zLmQwnPe8RJdkK3lr4AJm,4,https://api.spotify.com/v1/tracks/3zLmQwnPe8RJdkK3lr4AJm,audio_features,spotify:track:3zLmQwnPe8RJdkK3lr4AJm
3705,On Your Mind,Kaskade,0.00235,0.835,0.828,0.743,4,0.0602,-4.512,0,0.0949,107.995,0.178,"['big room', 'chicago house', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'vocal house']",320280,2018-12-07,5IpIl6c14WCJhjlIl6poVD,6TQj5BFPooTa08A7pk8AQ1,5IpIl6c14WCJhjlIl6poVD,54,https://api.spotify.com/v1/audio-analysis/5IpIl6c14WCJhjlIl6poVD,4,https://api.spotify.com/v1/tracks/5IpIl6c14WCJhjlIl6poVD,audio_features,spotify:track:5IpIl6c14WCJhjlIl6poVD
3706,Starlight Brigade,TWRP,0.0249,0.519,0.663,0.0,5,0.0384,-8.052,0,0.0507,128.026,0.359,"['comic', 'future funk', 'nightrun']",328707,2018-05-18,4CnvP5at8ZrQcTRgN80ser,6N3egqZ7OtcYYXyU6PBdNr,4CnvP5at8ZrQcTRgN80ser,54,https://api.spotify.com/v1/audio-analysis/4CnvP5at8ZrQcTRgN80ser,4,https://api.spotify.com/v1/tracks/4CnvP5at8ZrQcTRgN80ser,audio_features,spotify:track:4CnvP5at8ZrQcTRgN80ser
3707,Only One King,Tommee Profitt,0.0599,0.683,0.933,2.63e-06,2,0.365,-4.666,1,0.131,143.972,0.422,['anthem worship'],210104,2018-02-09,2qzl10bAolDzYE505AWfIV,73jlPRxT7z5xk29sMqFDjU,2qzl10bAolDzYE505AWfIV,57,https://api.spotify.com/v1/audio-analysis/2qzl10bAolDzYE505AWfIV,4,https://api.spotify.com/v1/tracks/2qzl10bAolDzYE505AWfIV,audio_features,spotify:track:2qzl10bAolDzYE505AWfIV
3708,Seven,Men I Trust,0.666,0.692,0.421,0.147,4,0.104,-10.948,1,0.0295,96.982,0.832,['vapor soul'],225394,2018-09-06,2dwvxOHnQjndZLowIR6PiS,3zmfs9cQwzJl575W1ZYXeT,2dwvxOHnQjndZLowIR6PiS,55,https://api.spotify.com/v1/audio-analysis/2dwvxOHnQjndZLowIR6PiS,4,https://api.spotify.com/v1/tracks/2dwvxOHnQjndZLowIR6PiS,audio_features,spotify:track:2dwvxOHnQjndZLowIR6PiS
3709,Why Am I Like This?,The Word Alive,9.78e-05,0.321,0.949,1.1e-06,2,0.322,-3.332,1,0.0633,175.103,0.23,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore']",193653,2018-05-04,1wZy1qIk3qPVv33I9bALi6,1CF8aEN939swnuIZGFI7Hk,1wZy1qIk3qPVv33I9bALi6,55,https://api.spotify.com/v1/audio-analysis/1wZy1qIk3qPVv33I9bALi6,4,https://api.spotify.com/v1/tracks/1wZy1qIk3qPVv33I9bALi6,audio_features,spotify:track:1wZy1qIk3qPVv33I9bALi6
3710,No Matter What (feat. Bart Millard),Ryan Stevenson,0.457,0.562,0.537,0.000287,9,0.405,-6.58,1,0.027,78.996,0.362,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",216653,2018-04-06,6NzqidHS9hPiEpbC5LEFl6,1rxhmvc4pue9A2fEXnLT97,6NzqidHS9hPiEpbC5LEFl6,51,https://api.spotify.com/v1/audio-analysis/6NzqidHS9hPiEpbC5LEFl6,3,https://api.spotify.com/v1/tracks/6NzqidHS9hPiEpbC5LEFl6,audio_features,spotify:track:6NzqidHS9hPiEpbC5LEFl6
3711,Oh Dreamer,The Brilliance,0.0211,0.524,0.627,9.84e-06,9,0.19,-7.246,0,0.0885,195.729,0.53,"['acoustic pop', 'ambient worship', 'anthem worship', 'ccm', 'christian uplift', 'deep ccm', 'indiecoustica', 'roots worship', 'world worship', 'worship']",204440,2018-11-02,2Uu1hqObahlzFDbZqjC6CR,26nltVmOVeIfYmwcmqTm7e,2Uu1hqObahlzFDbZqjC6CR,57,https://api.spotify.com/v1/audio-analysis/2Uu1hqObahlzFDbZqjC6CR,4,https://api.spotify.com/v1/tracks/2Uu1hqObahlzFDbZqjC6CR,audio_features,spotify:track:2Uu1hqObahlzFDbZqjC6CR
3712,Lullaby,R3HAB,0.0267,0.626,0.8,0.000138,1,0.0623,-3.988,0,0.035,127.966,0.258,"['big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",160184,2018-08-25,4BLEnHP1FInl1u3xAbgI4n,6cEuCEZu7PAE9ZSzLLc2oQ,4BLEnHP1FInl1u3xAbgI4n,64,https://api.spotify.com/v1/audio-analysis/4BLEnHP1FInl1u3xAbgI4n,4,https://api.spotify.com/v1/tracks/4BLEnHP1FInl1u3xAbgI4n,audio_features,spotify:track:4BLEnHP1FInl1u3xAbgI4n
3713,23,Rejjie Snow,0.276,0.803,0.637,1.68e-05,4,0.22,-7.191,0,0.105,97.032,0.5,"['hip hop', 'irish hip hop', 'rap', 'uk alternative hip hop', 'underground hip hop']",181613,2018-02-16,6Km73Tlvi4yS2e4XaIuXek,3lLHpTOJ11tWiUNGYN14gt,6Km73Tlvi4yS2e4XaIuXek,51,https://api.spotify.com/v1/audio-analysis/6Km73Tlvi4yS2e4XaIuXek,4,https://api.spotify.com/v1/tracks/6Km73Tlvi4yS2e4XaIuXek,audio_features,spotify:track:6Km73Tlvi4yS2e4XaIuXek
3714,Feel Good,Felix Jaehn,0.115,0.709,0.904,0.000247,4,0.167,-3.916,1,0.0388,125.947,0.668,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']",166947,2018-02-16,6ULQ6ZRc7JuVutRMy6gfgc,4bL2B6hmLlMWnUEZnorEtG,6ULQ6ZRc7JuVutRMy6gfgc,64,https://api.spotify.com/v1/audio-analysis/6ULQ6ZRc7JuVutRMy6gfgc,4,https://api.spotify.com/v1/tracks/6ULQ6ZRc7JuVutRMy6gfgc,audio_features,spotify:track:6ULQ6ZRc7JuVutRMy6gfgc
3715,Love Her Too (feat. G-Eazy),Marc E. Bassy,0.0263,0.733,0.742,0.0,0,0.13,-3.65,1,0.244,87.071,0.899,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']",179573,2018-10-05,1buT1LWUddQg5sSNHdnzwV,3tQx1LPXbsYjE9VwN1Peaa,1buT1LWUddQg5sSNHdnzwV,55,https://api.spotify.com/v1/audio-analysis/1buT1LWUddQg5sSNHdnzwV,4,https://api.spotify.com/v1/tracks/1buT1LWUddQg5sSNHdnzwV,audio_features,spotify:track:1buT1LWUddQg5sSNHdnzwV
3716,Glaciers,Lights & Motion,0.733,0.0789,0.16,0.786,7,0.0943,-18.144,1,0.0362,56.449,0.0409,"['atmospheric post-rock', 'cinematic post-rock', 'compositional ambient', 'focus', 'nordic post-rock', 'post-rock']",176373,2018-02-02,2No1A7ZuMaBGxz45jmA9Gw,3ff1CmU6qfTqRAmdrq8EEG,2No1A7ZuMaBGxz45jmA9Gw,56,https://api.spotify.com/v1/audio-analysis/2No1A7ZuMaBGxz45jmA9Gw,4,https://api.spotify.com/v1/tracks/2No1A7ZuMaBGxz45jmA9Gw,audio_features,spotify:track:2No1A7ZuMaBGxz45jmA9Gw
3717,Good Form,Nicki Minaj,0.114,0.88,0.775,0.00267,7,0.0944,-5.133,1,0.094,96.504,0.288,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",199400,2018-11-29,5AHu27TVFUg0ANQUrFDMr0,0hCNtLu0JehylgoiP8L4Gh,5AHu27TVFUg0ANQUrFDMr0,56,https://api.spotify.com/v1/audio-analysis/5AHu27TVFUg0ANQUrFDMr0,4,https://api.spotify.com/v1/tracks/5AHu27TVFUg0ANQUrFDMr0,audio_features,spotify:track:5AHu27TVFUg0ANQUrFDMr0
3718,Toy,Netta,0.0696,0.786,0.712,0.0,3,0.236,-5.349,0,0.0677,130.144,0.795,"['eurovision', 'israeli pop']",180231,2018-05-23,6n2eIfLj0wOOUkUfNmYzlh,4Z4afeDmHFxPmJorIwupbZ,6n2eIfLj0wOOUkUfNmYzlh,61,https://api.spotify.com/v1/audio-analysis/6n2eIfLj0wOOUkUfNmYzlh,4,https://api.spotify.com/v1/tracks/6n2eIfLj0wOOUkUfNmYzlh,audio_features,spotify:track:6n2eIfLj0wOOUkUfNmYzlh
3719,Different (feat. Yung Bans),Future,0.098,0.456,0.516,0.0,8,0.115,-10.512,1,0.459,77.058,0.684,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",151013,2018-10-19,3thLnNvO9IctWoccbsZyJV,1RyvyyTE3xzB2ZywiAwp0i,3thLnNvO9IctWoccbsZyJV,52,https://api.spotify.com/v1/audio-analysis/3thLnNvO9IctWoccbsZyJV,4,https://api.spotify.com/v1/tracks/3thLnNvO9IctWoccbsZyJV,audio_features,spotify:track:3thLnNvO9IctWoccbsZyJV
3720,Perfect Timing,Nipsey Hussle,0.000552,0.356,0.85,0.0,5,0.447,-5.945,0,0.106,86.537,0.143,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",150214,2018-12-19,4X7Lprg53uDxjF84kvbq2P,0EeQBlQJFiAfJeVN2vT9s0,4X7Lprg53uDxjF84kvbq2P,51,https://api.spotify.com/v1/audio-analysis/4X7Lprg53uDxjF84kvbq2P,4,https://api.spotify.com/v1/tracks/4X7Lprg53uDxjF84kvbq2P,audio_features,spotify:track:4X7Lprg53uDxjF84kvbq2P
3721,Bring It Back,Rich The Kid,0.0317,0.863,0.613,0.0,1,0.106,-6.005,1,0.101,85.012,0.411,"['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",169489,2018-06-08,0Iiig94rtm9br1mx1fRhRV,1pPmIToKXyGdsCF6LmqLmI,0Iiig94rtm9br1mx1fRhRV,54,https://api.spotify.com/v1/audio-analysis/0Iiig94rtm9br1mx1fRhRV,4,https://api.spotify.com/v1/tracks/0Iiig94rtm9br1mx1fRhRV,audio_features,spotify:track:0Iiig94rtm9br1mx1fRhRV
3722,In My Feelings,Drake,0.0496,0.833,0.619,8.67e-05,8,0.3,-5.822,1,0.0971,91.022,0.366,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",217925,2018-06-29,0h1W19pS59KtEd7aDzF58i,3TVXtAsR1Inumwj472S9r4,0h1W19pS59KtEd7aDzF58i,52,https://api.spotify.com/v1/audio-analysis/0h1W19pS59KtEd7aDzF58i,4,https://api.spotify.com/v1/tracks/0h1W19pS59KtEd7aDzF58i,audio_features,spotify:track:0h1W19pS59KtEd7aDzF58i
3723,Monster Among Men,5 Seconds of Summer,0.0918,0.495,0.678,0.0,0,0.078,-4.627,1,0.0583,166.105,0.475,"['boy band', 'dance pop', 'pop', 'post-teen pop']",192332,2018-06-15,7CQN84rMdkBzXJVsvefOM6,5Rl15oVamLq7FbSb0NNBNy,7CQN84rMdkBzXJVsvefOM6,57,https://api.spotify.com/v1/audio-analysis/7CQN84rMdkBzXJVsvefOM6,4,https://api.spotify.com/v1/tracks/7CQN84rMdkBzXJVsvefOM6,audio_features,spotify:track:7CQN84rMdkBzXJVsvefOM6
3724,Country Boy Shit,Upchurch,0.232,0.862,0.921,1.22e-05,2,0.31,-3.937,1,0.0534,140.0,0.541,"['country rap', 'redneck']",196661,2018-01-30,1LfBpO6PJ4gjl1ecrka3h1,2pSObt5Fk8izuX8ZfI3jRn,1LfBpO6PJ4gjl1ecrka3h1,50,https://api.spotify.com/v1/audio-analysis/1LfBpO6PJ4gjl1ecrka3h1,4,https://api.spotify.com/v1/tracks/1LfBpO6PJ4gjl1ecrka3h1,audio_features,spotify:track:1LfBpO6PJ4gjl1ecrka3h1
3725,tkm,boy pablo,0.14,0.546,0.508,0.0969,7,0.345,-11.842,1,0.0258,71.988,0.485,"['bedroom pop', 'bergen indie', 'norwegian indie']",338000,2018-10-05,7eAp42zD2PbKJMvHVcHHF8,7wbkl3zgDZEoZer357mVIw,7eAp42zD2PbKJMvHVcHHF8,57,https://api.spotify.com/v1/audio-analysis/7eAp42zD2PbKJMvHVcHHF8,4,https://api.spotify.com/v1/tracks/7eAp42zD2PbKJMvHVcHHF8,audio_features,spotify:track:7eAp42zD2PbKJMvHVcHHF8
3726,Call You (feat. Nasri of MAGIC!),Cash Cash,0.12,0.494,0.767,0.0,10,0.374,-4.101,1,0.051,125.506,0.112,"['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'indie poptimism', 'pop', 'pop edm', 'tropical house']",219451,2018-11-30,1gdMKFGWrI34ZTO8k7Hfg6,1LOB7jTeEV14pHai6EXSzF,1gdMKFGWrI34ZTO8k7Hfg6,58,https://api.spotify.com/v1/audio-analysis/1gdMKFGWrI34ZTO8k7Hfg6,3,https://api.spotify.com/v1/tracks/1gdMKFGWrI34ZTO8k7Hfg6,audio_features,spotify:track:1gdMKFGWrI34ZTO8k7Hfg6
3727,Carousel,Skylar Spence,0.000519,0.731,0.745,0.00167,1,0.0679,-5.846,1,0.0293,115.011,0.734,"['future funk', 'vaporwave']",251322,2018-09-05,7njzY44c9xIbh8igjEd9K8,0x0u0jCVf5Jf4DNh45XPXL,7njzY44c9xIbh8igjEd9K8,52,https://api.spotify.com/v1/audio-analysis/7njzY44c9xIbh8igjEd9K8,4,https://api.spotify.com/v1/tracks/7njzY44c9xIbh8igjEd9K8,audio_features,spotify:track:7njzY44c9xIbh8igjEd9K8
3728,You Don't Even Know Me,SLANDER,0.00243,0.566,0.903,8.31e-05,4,0.0996,-0.484,0,0.0385,150.074,0.0406,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop edm']",226000,2018-09-20,1AcoISuZA2tq5uFOwRA7yu,20DZAfCuP1TKZl5KcY7z3Q,1AcoISuZA2tq5uFOwRA7yu,53,https://api.spotify.com/v1/audio-analysis/1AcoISuZA2tq5uFOwRA7yu,4,https://api.spotify.com/v1/tracks/1AcoISuZA2tq5uFOwRA7yu,audio_features,spotify:track:1AcoISuZA2tq5uFOwRA7yu
