,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri,index,matches
4015,Alpha Waves Sounds For Sleep,Binaural Beats Sleep,0.967,0.18,0.0234,0.937,5,0.085,-29.484,1,0.0485,141.212,0.0703,112800,2018-04-16,0oePabQBjtOEA6nXHvss49,5C95YXNLyaqbZjhwXMjZ4r,0oePabQBjtOEA6nXHvss49,54,https://api.spotify.com/v1/audio-analysis/0oePabQBjtOEA6nXHvss49,3,https://api.spotify.com/v1/tracks/0oePabQBjtOEA6nXHvss49,audio_features,spotify:track:0oePabQBjtOEA6nXHvss49,Alpha Waves Sounds For Sleep Binaural Beats Sleep,...Ready For It? Taylor Swift
4017,Tonta,R.K.M & Ken-Y,0.214,0.671,0.794,0.000517,10,0.173,-5.16,0,0.0533,171.977,0.763,240000,2018-02-09,5ZjJT7BB8OoVjyRZRYGen8,3jFjgKOGfVLWfXX8q5wrsg,5ZjJT7BB8OoVjyRZRYGen8,61,https://api.spotify.com/v1/audio-analysis/5ZjJT7BB8OoVjyRZRYGen8,4,https://api.spotify.com/v1/tracks/5ZjJT7BB8OoVjyRZRYGen8,audio_features,spotify:track:5ZjJT7BB8OoVjyRZRYGen8,Tonta R.K.M & Ken-Y,F**k Love XXXTENTACION Featuring Trippie Redd
4018,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,0.0909,0.647,0.676,0.0227,8,0.0947,-6.025,1,0.0862,164.51,0.41,193767,2018-11-02,5r8mGKhCDIVWb3AG4hm0l0,7ltDVBr6mKbRvohxheJ9h1,5r8mGKhCDIVWb3AG4hm0l0,65,https://api.spotify.com/v1/audio-analysis/5r8mGKhCDIVWb3AG4hm0l0,3,https://api.spotify.com/v1/tracks/5r8mGKhCDIVWb3AG4hm0l0,audio_features,spotify:track:5r8mGKhCDIVWb3AG4hm0l0,PIENSO EN TU MIRÁ - Cap.3: Celos ROSALÍA,Dame Tu Cosita Pitbull x El Chombo x Karol G Featuring Cutty Ranks
4019,Lofi Smoke and Pass Out,Single Friend,0.2,0.792,0.406,0.357,0,0.116,-13.646,0,0.0848,155.976,0.424,233846,2018-12-21,6cK2p8SINJhAtZWjljXzqg,5R18HPWho6b4BMhMlKHETL,6cK2p8SINJhAtZWjljXzqg,56,https://api.spotify.com/v1/audio-analysis/6cK2p8SINJhAtZWjljXzqg,4,https://api.spotify.com/v1/tracks/6cK2p8SINJhAtZWjljXzqg,audio_features,spotify:track:6cK2p8SINJhAtZWjljXzqg,Lofi Smoke and Pass Out Single Friend,"Pills And Automobiles Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
4020,Ocean,Ella Vos,0.0152,0.471,0.361,0.000509,11,0.143,-10.903,1,0.0281,87.819,0.0674,210503,2018-12-07,3hQKuj4sZ9L4Yn0RC2SIrI,2zmrsXMHxagFz6vI2cD7r6,3hQKuj4sZ9L4Yn0RC2SIrI,57,https://api.spotify.com/v1/audio-analysis/3hQKuj4sZ9L4Yn0RC2SIrI,4,https://api.spotify.com/v1/tracks/3hQKuj4sZ9L4Yn0RC2SIrI,audio_features,spotify:track:3hQKuj4sZ9L4Yn0RC2SIrI,Ocean Ella Vos,Ocean Martin Garrix Featuring Khalid
4021,Happier - Acoustic,Ed Sheeran,0.0425,0.493,0.4,1.47e-06,0,0.133,-8.117,1,0.0261,91.004,0.15,206209,2018-05-25,5weKCP07IGA1565wfI3cZ1,6eUKZXaKkcviH0Ku9w2n3V,5weKCP07IGA1565wfI3cZ1,63,https://api.spotify.com/v1/audio-analysis/5weKCP07IGA1565wfI3cZ1,4,https://api.spotify.com/v1/tracks/5weKCP07IGA1565wfI3cZ1,audio_features,spotify:track:5weKCP07IGA1565wfI3cZ1,Happier - Acoustic Ed Sheeran,Perfect Ed Sheeran
4022,Solid,Eric Church,0.478,0.649,0.368,0.0002,2,0.257,-10.372,1,0.109,73.542,0.191,258267,2018-10-05,0yVG0ZtKZZT7lUy4hkzX2u,2IvkS5MXK0vPGnwyJsrEyV,0yVG0ZtKZZT7lUy4hkzX2u,50,https://api.spotify.com/v1/audio-analysis/0yVG0ZtKZZT7lUy4hkzX2u,4,https://api.spotify.com/v1/tracks/0yVG0ZtKZZT7lUy4hkzX2u,audio_features,spotify:track:0yVG0ZtKZZT7lUy4hkzX2u,Solid Eric Church,Round Here Buzz Eric Church
4023,Why They Mad,Yella Beezy,0.00506,0.689,0.637,0.0,1,0.166,-7.921,0,0.0331,111.005,0.287,242457,2018-11-16,2BSmFdJibi06a831uIeGNA,7kwCkEJ384PWm0UQW3hxjS,2BSmFdJibi06a831uIeGNA,50,https://api.spotify.com/v1/audio-analysis/2BSmFdJibi06a831uIeGNA,4,https://api.spotify.com/v1/tracks/2BSmFdJibi06a831uIeGNA,audio_features,spotify:track:2BSmFdJibi06a831uIeGNA,Why They Mad Yella Beezy,The Remedy For A Broken Heart (Why Am I So In Love) XXXTENTACION
4024,SoulMate (feat. IU),Zico,0.234,0.855,0.58,0.0,5,0.0965,-6.951,1,0.141,96.998,0.518,219391,2018-07-30,1pz24zu5H9A0S1a2NKT4F0,4XpUIb8uuNlIWVKmgKZXC0,1pz24zu5H9A0S1a2NKT4F0,58,https://api.spotify.com/v1/audio-analysis/1pz24zu5H9A0S1a2NKT4F0,4,https://api.spotify.com/v1/tracks/1pz24zu5H9A0S1a2NKT4F0,audio_features,spotify:track:1pz24zu5H9A0S1a2NKT4F0,SoulMate (feat. IU) Zico,
4025,LLC,Nicki Minaj,0.0523,0.835,0.756,0.028,10,0.0606,-5.441,0,0.123,153.988,0.809,221853,2018-08-10,7CKR3FcBqSsGcgce0ECe1z,0hCNtLu0JehylgoiP8L4Gh,7CKR3FcBqSsGcgce0ECe1z,54,https://api.spotify.com/v1/audio-analysis/7CKR3FcBqSsGcgce0ECe1z,4,https://api.spotify.com/v1/tracks/7CKR3FcBqSsGcgce0ECe1z,audio_features,spotify:track:7CKR3FcBqSsGcgce0ECe1z,LLC Nicki Minaj,"MotorSport Migos, Nicki Minaj & Cardi B"
4026,Never Bend,03 Greedo,0.453,0.487,0.561,0.0,5,0.128,-6.062,0,0.0858,90.05,0.562,193102,2018-03-09,4suKfIeraYcHeREkyQUPAN,0FtsMKmZEq8fBWqdSOWtqp,4suKfIeraYcHeREkyQUPAN,50,https://api.spotify.com/v1/audio-analysis/4suKfIeraYcHeREkyQUPAN,4,https://api.spotify.com/v1/tracks/4suKfIeraYcHeREkyQUPAN,audio_features,spotify:track:4suKfIeraYcHeREkyQUPAN,Never Bend 03 Greedo,No Smoke YoungBoy Never Broke Again
4027,Spin With You (feat. Jeremy Zucker),Emma Sameth,0.718,0.818,0.445,3.88e-05,5,0.108,-7.467,0,0.23,95.944,0.423,212154,2018-12-19,1m7XbKhOvJst478ms8yUrr,0hac78iy32k7qYWLp6RPaz,1m7XbKhOvJst478ms8yUrr,55,https://api.spotify.com/v1/audio-analysis/1m7XbKhOvJst478ms8yUrr,4,https://api.spotify.com/v1/tracks/1m7XbKhOvJst478ms8yUrr,audio_features,spotify:track:1m7XbKhOvJst478ms8yUrr,Spin With You (feat. Jeremy Zucker) Emma Sameth,Let You Down NF
4028,September - Recorded at The Tracking Room Nashville,Taylor Swift,0.412,0.641,0.444,0.00121,6,0.179,-6.482,1,0.0239,107.081,0.588,187824,2018-04-13,5eGX87IiKsGuzS3iw4CfCX,06HL4z0CvFAxyc27GXpf02,5eGX87IiKsGuzS3iw4CfCX,60,https://api.spotify.com/v1/audio-analysis/5eGX87IiKsGuzS3iw4CfCX,4,https://api.spotify.com/v1/tracks/5eGX87IiKsGuzS3iw4CfCX,audio_features,spotify:track:5eGX87IiKsGuzS3iw4CfCX,September - Recorded at The Tracking Room Nashville Taylor Swift,Too Good At Goodbyes Sam Smith
4029,Caliente (feat. J Balvin),De La Ghetto,0.318,0.837,0.847,0.0,4,0.261,-4.395,1,0.0982,90.996,0.73,206560,2018-09-28,7zjxmI7AldHmhWfFozqv3t,3EiLUeyEcA6fbRPSHkG5kb,7zjxmI7AldHmhWfFozqv3t,53,https://api.spotify.com/v1/audio-analysis/7zjxmI7AldHmhWfFozqv3t,4,https://api.spotify.com/v1/tracks/7zjxmI7AldHmhWfFozqv3t,audio_features,spotify:track:7zjxmI7AldHmhWfFozqv3t,Caliente (feat. J Balvin) De La Ghetto,La Modelo Ozuna x Cardi B
4030,Dem Beats,Todrick Hall,0.0473,0.754,0.86,3.13e-05,2,0.233,-6.614,1,0.183,129.965,0.435,218372,2018-03-27,2ky2EF48bJyzdDf72AkhF6,0gBvuNzrFCOVaiyKexoYMH,2ky2EF48bJyzdDf72AkhF6,57,https://api.spotify.com/v1/audio-analysis/2ky2EF48bJyzdDf72AkhF6,4,https://api.spotify.com/v1/tracks/2ky2EF48bJyzdDf72AkhF6,audio_features,spotify:track:2ky2EF48bJyzdDf72AkhF6,Dem Beats Todrick Hall,
4031,City Samba,Konteks,0.285,0.409,0.412,0.699,6,0.127,-12.822,1,0.0372,88.009,0.41,180000,2018-12-14,14kpqRxMt2iAvNvMEoGJws,38lJ5B9ZBk3zsRKEf3oG2R,14kpqRxMt2iAvNvMEoGJws,57,https://api.spotify.com/v1/audio-analysis/14kpqRxMt2iAvNvMEoGJws,4,https://api.spotify.com/v1/tracks/14kpqRxMt2iAvNvMEoGJws,audio_features,spotify:track:14kpqRxMt2iAvNvMEoGJws,City Samba Konteks,Electricity Silk City x Dua Lipa
4032,Demaga Ge Gi Go Gu,El Alfa,0.638,0.609,0.904,0.00416,8,0.229,-2.619,1,0.324,149.149,0.471,218921,2018-02-09,3nQbCPy1vMFtXb4XEpOmgC,2oQX8QiMXOyuqbcZEFsZfm,3nQbCPy1vMFtXb4XEpOmgC,57,https://api.spotify.com/v1/audio-analysis/3nQbCPy1vMFtXb4XEpOmgC,5,https://api.spotify.com/v1/tracks/3nQbCPy1vMFtXb4XEpOmgC,audio_features,spotify:track:3nQbCPy1vMFtXb4XEpOmgC,Demaga Ge Gi Go Gu El Alfa,Let Me Go Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
4033,Gladiator,Zayde Wølf,0.0263,0.54,0.78,7.12e-06,9,0.35,-5.872,1,0.0418,144.011,0.514,188333,2018-02-02,5ezjiqla1EIIXUOWrs2aGu,7LIy7KinYq7a83dUH6kvxT,5ezjiqla1EIIXUOWrs2aGu,54,https://api.spotify.com/v1/audio-analysis/5ezjiqla1EIIXUOWrs2aGu,4,https://api.spotify.com/v1/tracks/5ezjiqla1EIIXUOWrs2aGu,audio_features,spotify:track:5ezjiqla1EIIXUOWrs2aGu,Gladiator Zayde Wølf,
4034,Yellow Lights,Harry Hudson,0.844,0.444,0.21,0.0,3,0.0956,-10.811,1,0.0516,145.944,0.306,171382,2018-03-30,524dq3zKwXrP4uPL6VwoWT,3btNpz9NEJ8ml352B8S7Qr,524dq3zKwXrP4uPL6VwoWT,55,https://api.spotify.com/v1/audio-analysis/524dq3zKwXrP4uPL6VwoWT,1,https://api.spotify.com/v1/tracks/524dq3zKwXrP4uPL6VwoWT,audio_features,spotify:track:524dq3zKwXrP4uPL6VwoWT,Yellow Lights Harry Hudson,
4035,Esta Noche,Mike Bahía,0.0125,0.727,0.85,0.0,5,0.102,-5.728,1,0.0586,129.972,0.796,168521,2018-11-30,7vFmnmcsp41uzBUiw1zxfw,1phfTBIocBW3UwqcYjaEN6,7vFmnmcsp41uzBUiw1zxfw,67,https://api.spotify.com/v1/audio-analysis/7vFmnmcsp41uzBUiw1zxfw,4,https://api.spotify.com/v1/tracks/7vFmnmcsp41uzBUiw1zxfw,audio_features,spotify:track:7vFmnmcsp41uzBUiw1zxfw,Esta Noche Mike Bahía,
4036,Never Enough,Kelly Clarkson,0.139,0.398,0.512,0.0,8,0.115,-7.148,1,0.0486,133.659,0.0956,204133,2018-11-09,4eGfldSRct5z9tQZDp5R5Y,3BmGtnKgCSGYIUhmivXKWX,4eGfldSRct5z9tQZDp5R5Y,59,https://api.spotify.com/v1/audio-analysis/4eGfldSRct5z9tQZDp5R5Y,4,https://api.spotify.com/v1/tracks/4eGfldSRct5z9tQZDp5R5Y,audio_features,spotify:track:4eGfldSRct5z9tQZDp5R5Y,Never Enough Kelly Clarkson,"Home Machine Gun Kelly, X Ambassadors & Bebe Rexha"
4037,Electronic Memories (feat. Mickey Kojak),k?d,0.107,0.601,0.92,0.0332,8,0.197,-1.666,1,0.0928,99.89,0.642,237347,2018-10-05,2viJufnGlsjR1X51CEHpeg,714O3xvBNiclo82vxBn8Bf,2viJufnGlsjR1X51CEHpeg,53,https://api.spotify.com/v1/audio-analysis/2viJufnGlsjR1X51CEHpeg,4,https://api.spotify.com/v1/tracks/2viJufnGlsjR1X51CEHpeg,audio_features,spotify:track:2viJufnGlsjR1X51CEHpeg,Electronic Memories (feat. Mickey Kojak) k?d,Lemon N*E*R*D & Rihanna
4038,Hesitate,Golden Vessel,0.739,0.406,0.53,0.0161,2,0.108,-9.556,1,0.045,122.773,0.0701,251279,2018-01-15,6PmsHVre2N9yOjDge00r9c,6bJCrLZcvsBMzve04BmgwS,6PmsHVre2N9yOjDge00r9c,55,https://api.spotify.com/v1/audio-analysis/6PmsHVre2N9yOjDge00r9c,4,https://api.spotify.com/v1/tracks/6PmsHVre2N9yOjDge00r9c,audio_features,spotify:track:6PmsHVre2N9yOjDge00r9c,Hesitate Golden Vessel,
4039,Beat 54 (All Good Now),Jungle,0.517,0.646,0.695,0.00687,2,0.154,-6.34,1,0.0547,105.986,0.513,246815,2018-09-14,6qX4gWRXTRPIrEfNuNaYye,59oA5WbbQvomJz2BuRG071,6qX4gWRXTRPIrEfNuNaYye,61,https://api.spotify.com/v1/audio-analysis/6qX4gWRXTRPIrEfNuNaYye,4,https://api.spotify.com/v1/tracks/6qX4gWRXTRPIrEfNuNaYye,audio_features,spotify:track:6qX4gWRXTRPIrEfNuNaYye,Beat 54 (All Good Now) Jungle,All I Want For Christmas Is You Mariah Carey
4040,Así Quería Mirarte,Jovanny Cadena Y Su Estilo Privado,0.692,0.706,0.695,0.0,5,0.13,-2.922,1,0.0316,149.043,0.885,217284,2018-10-26,658OMPqTG1ASncKCnhsGOl,0aaYORc6Zmp1SCXhRRDwNW,658OMPqTG1ASncKCnhsGOl,55,https://api.spotify.com/v1/audio-analysis/658OMPqTG1ASncKCnhsGOl,3,https://api.spotify.com/v1/tracks/658OMPqTG1ASncKCnhsGOl,audio_features,spotify:track:658OMPqTG1ASncKCnhsGOl,Así Quería Mirarte Jovanny Cadena Y Su Estilo Privado,Good As You Kane Brown
4041,Higher Ground (feat. Naomi Wild),ODESZA,0.0855,0.629,0.851,0.0198,1,0.273,-5.094,1,0.0527,104.992,0.405,215131,2018-11-30,76H2W0RuHsNRncUu8mf99A,21mKp7DqtSNHhCAU2ugvUw,76H2W0RuHsNRncUu8mf99A,52,https://api.spotify.com/v1/audio-analysis/76H2W0RuHsNRncUu8mf99A,4,https://api.spotify.com/v1/tracks/76H2W0RuHsNRncUu8mf99A,audio_features,spotify:track:76H2W0RuHsNRncUu8mf99A,Higher Ground (feat. Naomi Wild) ODESZA,Higher We Go (Intro) Migos
4042,V,Jay Park,0.419,0.83,0.569,0.0,10,0.156,-7.737,1,0.165,129.968,0.858,227041,2018-09-10,68vMDFui7uTbw9OQcyB0gD,4XDi67ZENZcbfKnvMnTYsI,68vMDFui7uTbw9OQcyB0gD,56,https://api.spotify.com/v1/audio-analysis/68vMDFui7uTbw9OQcyB0gD,4,https://api.spotify.com/v1/tracks/68vMDFui7uTbw9OQcyB0gD,audio_features,spotify:track:68vMDFui7uTbw9OQcyB0gD,V Jay Park,"King's Dead Jay Rock, Kendrick Lamar, Future & James Blake"
4043,HEARD ABOUT US,The Carters,0.373,0.683,0.437,0.0,11,0.102,-9.867,0,0.14,116.919,0.198,190027,2018-06-16,4imKIkVUzP2Qmf4QeMGrPQ,4fpTMHe34LC5t3h5ztK8qu,4imKIkVUzP2Qmf4QeMGrPQ,49,https://api.spotify.com/v1/audio-analysis/4imKIkVUzP2Qmf4QeMGrPQ,4,https://api.spotify.com/v1/tracks/4imKIkVUzP2Qmf4QeMGrPQ,audio_features,spotify:track:4imKIkVUzP2Qmf4QeMGrPQ,HEARD ABOUT US The Carters,I Get The Bag Gucci Mane Featuring Migos
4044,Empty Cups,Charlie Puth,0.224,0.77,0.555,1.78e-06,4,0.0754,-6.361,1,0.0754,100.035,0.776,170947,2018-05-11,7k7JKDjCd9zuL0iF7iWaNs,6VuMaDnrHyPL1p4EHjYLi7,7k7JKDjCd9zuL0iF7iWaNs,56,https://api.spotify.com/v1/audio-analysis/7k7JKDjCd9zuL0iF7iWaNs,4,https://api.spotify.com/v1/tracks/7k7JKDjCd9zuL0iF7iWaNs,audio_features,spotify:track:7k7JKDjCd9zuL0iF7iWaNs,Empty Cups Charlie Puth,Done For Me Charlie Puth Featuring Kehlani
4045,Paper Cut,Sophie Simmons,0.459,0.92,0.647,0.00855,0,0.0766,-8.553,1,0.119,105.011,0.259,188857,2018-06-22,4gSEZ8dkB4GrrIowsib0l9,7AOCUMe3rKW4o3uADBNwVy,4gSEZ8dkB4GrrIowsib0l9,55,https://api.spotify.com/v1/audio-analysis/4gSEZ8dkB4GrrIowsib0l9,4,https://api.spotify.com/v1/tracks/4gSEZ8dkB4GrrIowsib0l9,audio_features,spotify:track:4gSEZ8dkB4GrrIowsib0l9,Paper Cut Sophie Simmons,The Cut Off J. Cole Featuring kiLL edward
4046,Icey,Melii,0.146,0.942,0.517,7.11e-06,7,0.118,-7.176,1,0.311,120.148,0.419,148252,2018-03-12,0GpaZjcvRnIqVrtLqrzRdp,4udfTw7V8jI4AHi7PEfJfj,0GpaZjcvRnIqVrtLqrzRdp,52,https://api.spotify.com/v1/audio-analysis/0GpaZjcvRnIqVrtLqrzRdp,4,https://api.spotify.com/v1/tracks/0GpaZjcvRnIqVrtLqrzRdp,audio_features,spotify:track:0GpaZjcvRnIqVrtLqrzRdp,Icey Melii,
4047,Feel Your Weight - Poolside Remix,Rhye,0.665,0.741,0.592,0.854,6,0.116,-9.059,0,0.0308,111.984,0.822,310133,2018-11-16,1hgX0ZmmP7IRRjUFCIBrnQ,2AcUPzkVWo81vumdzeLLRN,1hgX0ZmmP7IRRjUFCIBrnQ,58,https://api.spotify.com/v1/audio-analysis/1hgX0ZmmP7IRRjUFCIBrnQ,4,https://api.spotify.com/v1/tracks/1hgX0ZmmP7IRRjUFCIBrnQ,audio_features,spotify:track:1hgX0ZmmP7IRRjUFCIBrnQ,Feel Your Weight - Poolside Remix Rhye,Thru Your Phone Cardi B
4048,Truth,Andri Hart,0.911,0.631,0.0615,0.567,2,0.113,-15.132,0,0.0766,73.235,0.18,133438,2018-10-18,2emZ6UoJdLehWsgJa2ybRi,59R6a52V4bd0isZZXpazzL,2emZ6UoJdLehWsgJa2ybRi,58,https://api.spotify.com/v1/audio-analysis/2emZ6UoJdLehWsgJa2ybRi,4,https://api.spotify.com/v1/tracks/2emZ6UoJdLehWsgJa2ybRi,audio_features,spotify:track:2emZ6UoJdLehWsgJa2ybRi,Truth Andri Hart,
4049,"Weed, Whiskey And Willie",Brothers Osborne,0.299,0.684,0.339,0.000168,4,0.0938,-9.195,1,0.0349,124.05,0.318,260560,2018-04-20,02rxQiuRlHK7LFkrZGf3ii,39NR3AUhpbbqKM33vWn2fp,02rxQiuRlHK7LFkrZGf3ii,51,https://api.spotify.com/v1/audio-analysis/02rxQiuRlHK7LFkrZGf3ii,3,https://api.spotify.com/v1/tracks/02rxQiuRlHK7LFkrZGf3ii,audio_features,spotify:track:02rxQiuRlHK7LFkrZGf3ii,"Weed, Whiskey And Willie Brothers Osborne","Pills And Automobiles Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
4050,Better With You,Michl,0.265,0.784,0.437,6.98e-05,5,0.126,-7.868,1,0.0509,90.003,0.47,196018,2018-03-28,1FjHxl8B28sXj7eVfxdST4,0qG3lxHmrUeKzL1BJJ7IBN,1FjHxl8B28sXj7eVfxdST4,55,https://api.spotify.com/v1/audio-analysis/1FjHxl8B28sXj7eVfxdST4,4,https://api.spotify.com/v1/tracks/1FjHxl8B28sXj7eVfxdST4,audio_features,spotify:track:1FjHxl8B28sXj7eVfxdST4,Better With You Michl,All I Want For Christmas Is You Mariah Carey
4051,Ruth,Keith Foster,0.995,0.398,0.0296,0.962,2,0.133,-23.591,1,0.0867,95.061,0.347,184181,2018-08-28,1hqsp7bsJe26RN1Q5tpEG5,5e1yO1Z9BVf2csEYLGqQ2j,1hqsp7bsJe26RN1Q5tpEG5,56,https://api.spotify.com/v1/audio-analysis/1hqsp7bsJe26RN1Q5tpEG5,4,https://api.spotify.com/v1/tracks/1hqsp7bsJe26RN1Q5tpEG5,audio_features,spotify:track:1hqsp7bsJe26RN1Q5tpEG5,Ruth Keith Foster,Sit Next To Me Foster The People
4052,Easy Love,Sigala,0.175,0.68,0.942,0.0013,9,0.117,-4.21,1,0.0628,123.99,0.65,229813,2018-09-28,5s7xgzXtmY4gMjeSlgisjy,1IueXOQyABrMOprrzwQJWN,5s7xgzXtmY4gMjeSlgisjy,64,https://api.spotify.com/v1/audio-analysis/5s7xgzXtmY4gMjeSlgisjy,4,https://api.spotify.com/v1/tracks/5s7xgzXtmY4gMjeSlgisjy,audio_features,spotify:track:5s7xgzXtmY4gMjeSlgisjy,Easy Love Sigala,Love. Kendrick Lamar Featuring Zacari
4053,1997 DIANA,BROCKHAMPTON,0.0288,0.805,0.719,0.0,8,0.327,-7.643,1,0.324,137.096,0.906,135766,2018-07-27,55jQMevNp7aWtiW5LPlPoa,1Bl6wpkWCQ4KVgnASpvzzA,55jQMevNp7aWtiW5LPlPoa,54,https://api.spotify.com/v1/audio-analysis/55jQMevNp7aWtiW5LPlPoa,4,https://api.spotify.com/v1/tracks/55jQMevNp7aWtiW5LPlPoa,audio_features,spotify:track:55jQMevNp7aWtiW5LPlPoa,1997 DIANA BROCKHAMPTON,
4054,3Way,Teyana Taylor,0.787,0.449,0.307,0.0,6,0.142,-9.575,1,0.0682,116.901,0.346,203636,2018-06-23,0qWsp7jWCCLJtHWGB6NGBB,4ULO7IGI3M2bo0Ap7B9h8a,0qWsp7jWCCLJtHWGB6NGBB,53,https://api.spotify.com/v1/audio-analysis/0qWsp7jWCCLJtHWGB6NGBB,1,https://api.spotify.com/v1/tracks/0qWsp7jWCCLJtHWGB6NGBB,audio_features,spotify:track:0qWsp7jWCCLJtHWGB6NGBB,3Way Teyana Taylor,End Game Taylor Swift Featuring Ed Sheeran & Future
4055,Occupied (feat. Rob Vicious & Fenix Flexin),Shoreline Mafia,0.0548,0.844,0.723,0.0,7,0.15,-4.139,1,0.246,85.011,0.552,147627,2018-12-07,12bXacZZxwe6qkKwlm43a7,4tYSBptyGeVyZsk8JC4JHZ,12bXacZZxwe6qkKwlm43a7,51,https://api.spotify.com/v1/audio-analysis/12bXacZZxwe6qkKwlm43a7,4,https://api.spotify.com/v1/tracks/12bXacZZxwe6qkKwlm43a7,audio_features,spotify:track:12bXacZZxwe6qkKwlm43a7,Occupied (feat. Rob Vicious & Fenix Flexin) Shoreline Mafia,
4056,End Of Discussion (feat. Lil Wayne),Rich The Kid,0.176,0.784,0.58,0.0,0,0.0979,-6.656,1,0.167,76.484,0.338,236944,2018-03-30,4nSSZHI4FUIiQOJELTTZdS,1pPmIToKXyGdsCF6LmqLmI,4nSSZHI4FUIiQOJELTTZdS,52,https://api.spotify.com/v1/audio-analysis/4nSSZHI4FUIiQOJELTTZdS,4,https://api.spotify.com/v1/tracks/4nSSZHI4FUIiQOJELTTZdS,audio_features,spotify:track:4nSSZHI4FUIiQOJELTTZdS,End Of Discussion (feat. Lil Wayne) Rich The Kid,Gucci Gang Lil Pump
4057,Do That,Sheck Wes,0.263,0.782,0.508,0.0706,9,0.157,-7.153,1,0.231,137.954,0.356,170435,2018-03-19,3iVq1zq46q0auo3VwixXFe,2RDOrhPqAM4jzTRCEb19qX,3iVq1zq46q0auo3VwixXFe,53,https://api.spotify.com/v1/audio-analysis/3iVq1zq46q0auo3VwixXFe,4,https://api.spotify.com/v1/tracks/3iVq1zq46q0auo3VwixXFe,audio_features,spotify:track:3iVq1zq46q0auo3VwixXFe,Do That Sheck Wes,What Lovers Do Maroon 5 Featuring SZA
4058,Confident,Steffany Gretzinger,0.314,0.403,0.523,6.25e-05,9,0.0923,-8.263,1,0.0294,153.887,0.281,340227,2018-03-30,2lLWyWl1ZGQdXWTh4cYt4C,2akNRvGNB400IDDUMr1PHW,2lLWyWl1ZGQdXWTh4cYt4C,53,https://api.spotify.com/v1/audio-analysis/2lLWyWl1ZGQdXWTh4cYt4C,4,https://api.spotify.com/v1/tracks/2lLWyWl1ZGQdXWTh4cYt4C,audio_features,spotify:track:2lLWyWl1ZGQdXWTh4cYt4C,Confident Steffany Gretzinger,
4059,The Cold Wind,Greta Van Fleet,0.00538,0.506,0.881,0.352,7,0.156,-3.926,1,0.0363,92.049,0.722,196547,2018-10-19,4qNdNbZ2qSAQhlSYJVYu6b,4NpFxQe2UvRCAjto3JqlSl,4qNdNbZ2qSAQhlSYJVYu6b,56,https://api.spotify.com/v1/audio-analysis/4qNdNbZ2qSAQhlSYJVYu6b,4,https://api.spotify.com/v1/tracks/4qNdNbZ2qSAQhlSYJVYu6b,audio_features,spotify:track:4qNdNbZ2qSAQhlSYJVYu6b,The Cold Wind Greta Van Fleet,The Weekend SZA
4060,Russian Roulette,Red Velvet,0.00909,0.706,0.902,0.00137,7,0.17,-2.543,0,0.0352,130.024,0.964,211213,2018-07-04,7puC9LjNg0ItpjTz28yeaY,1z4g3DjTBBZKhvAroFlhOM,7puC9LjNg0ItpjTz28yeaY,58,https://api.spotify.com/v1/audio-analysis/7puC9LjNg0ItpjTz28yeaY,4,https://api.spotify.com/v1/tracks/7puC9LjNg0ItpjTz28yeaY,audio_features,spotify:track:7puC9LjNg0ItpjTz28yeaY,Russian Roulette Red Velvet,Red Roses Lil Skies Featuring Landon Cube
4061,Guren no Yumiya,Linked Horizon,0.0232,0.455,0.952,5.65e-05,1,0.0662,-6.382,0,0.0787,90.365,0.332,310680,2018-07-11,70p3HYq9iHZisJqpDmWd1U,3eNYrVLcWfjJ9JdH9kiPJO,70p3HYq9iHZisJqpDmWd1U,60,https://api.spotify.com/v1/audio-analysis/70p3HYq9iHZisJqpDmWd1U,4,https://api.spotify.com/v1/tracks/70p3HYq9iHZisJqpDmWd1U,audio_features,spotify:track:70p3HYq9iHZisJqpDmWd1U,Guren no Yumiya Linked Horizon,No Limit G-Eazy Featuring A$AP Rocky & Cardi B
4062,Se Olvidó,Chayín Rubio,0.819,0.679,0.646,0.0,7,0.337,-3.342,1,0.0275,125.036,0.706,189360,2018-05-11,2lQkPuLLQ3gs2tXj7VAYDH,6dZF1SMkMqrSFJKp0mhk4B,2lQkPuLLQ3gs2tXj7VAYDH,59,https://api.spotify.com/v1/audio-analysis/2lQkPuLLQ3gs2tXj7VAYDH,4,https://api.spotify.com/v1/tracks/2lQkPuLLQ3gs2tXj7VAYDH,audio_features,spotify:track:2lQkPuLLQ3gs2tXj7VAYDH,Se Olvidó Chayín Rubio,
